name,team,position,overall_rating,age,college,awareness_rating,throw_power_rating,kick_return_rating,lead_block_rating,strength_rating,b_c_vision_rating,catch_in_traffic_rating,play_action_rating,pursuit_rating,plyr_assetname,medium_route_running_rating,catching_rating,acceleration_rating,spin_move_rating,height,finesse_moves_rating,spectacular_catch_rating,run_block_rating,tackle_rating,injury_rating,zone_coverage_rating,weight,plyr_birthdate,running_style_rating,deep_route_running_rating,first_name,years_pro,total_salary,trucking_rating,throw_accuracy_short_rating,juke_move_rating,play_recognition_rating,short_route_running_rating,status,last_name,jersey_num,break_sack_rating,speed_rating,run_block_power_rating,jumping_rating,toughness_rating,throw_on_the_run_rating,man_coverage_rating,stiff_arm_rating,power_moves_rating,iteration,release_rating,hit_power_rating,throw_accuracy_mid_rating,kick_accuracy_rating,pass_block_power_rating,impact_blocking_rating,stamina_rating,carrying_rating,break_tackle_rating,plyr_portrait,kick_power_rating,plyr_handedness,throw_under_pressure_rating,signing_bonus,pass_block_rating,change_of_direction_rating,press_rating,throw_accuracy_deep_rating,archetype,block_shedding_rating,run_block_finesse_rating,team_id,agility_rating,pass_block_finesse_rating,primary_key
Tyler Allgeier,Falcons,HB,67,22,BYU,70,30,68,44,77,79,44,16,44,AllgeierTyler_22315,47,67,89,74,71,17,43,41,40,91,25,221,4/15/00,Default,38,Tyler,0,3670000,80,20,78,26,54,published,Allgeier,25,25,86,27,80,87,18,17,78,21,launch-ratings,42,43,15,13,35,45,85,83,81,1132,18,Right,17,320000,54,79,19,10,HB_PowerBack,34,34,14,83,30,22315
Tyrell Adams,Jaguars,MLB,67,30,West Georgia,72,27,10,17,63,64,48,6,79,AdamsTyrell_12503,17,60,89,59,74,76,55,45,84,88,55,228,4/11/92,Default Stride Loose,9,Tyrell,5,900000,56,6,66,76,27,published,Adams,59,13,81,45,80,80,6,46,54,52,launch-ratings,18,83,6,20,45,68,84,53,49,8281,16,Right,11,0,45,71,52,6,MLB_RunStopper,68,45,17,80,45,12503
Vyncint Smith,Buccaneers,WR,67,26,Limestone College,70,30,60,24,46,70,73,22,38,SmithVyncint_13820,68,78,93,72,75,24,75,42,44,85,26,202,6/9/96,Default Stride Loose,69,Vyncint,4,970000,44,27,79,23,65,published,Smith,81,22,92,18,91,77,26,18,46,18,launch-ratings,66,43,20,13,35,41,79,65,68,9925,18,Right,19,0,35,82,18,12,WR_DeepThreat,30,10,6,86,30,13820
Zach Tom,Packers,RT,67,23,Wake Forest,74,19,10,82,80,24,19,6,27,TomZach_22434,10,26,84,10,76,10,23,66,28,92,9,304,3/26/99,Default Stride Awkward,5,Zach,0,3670000,23,6,10,25,15,published,Tom,50,13,74,62,80,75,6,9,21,12,launch-ratings,15,24,6,14,68,74,83,24,20,1988,13,Right,11,480000,72,60,10,6,OT_Agile,28,70,20,73,77,22434
Abraham Lucas,Seahawks,RT,66,23,Wash. St.,73,11,10,79,82,35,33,5,31,LucasAbraham_22105,27,38,81,17,78,19,36,64,32,92,10,322,10/25/98,Default Stride Awkward,22,Abraham,0,4280000,32,5,23,32,34,published,Lucas,72,12,75,65,72,79,5,10,27,22,launch-ratings,31,26,5,14,71,80,84,44,27,1815,16,Right,10,1120000,74,59,10,5,OT_PassProtector,30,63,28,75,77,22105
Adetokunbo Ogundeji,Falcons,LOLB,66,23,Notre Dame,72,18,10,11,79,26,19,6,79,OgundejiAdetokunbo_21686,7,34,79,24,77,63,18,45,77,89,44,268,10/9/98,Long Stride Loose,3,Adetokunbo,1,3490000,29,6,30,75,14,published,Ogundeji,92,12,79,45,79,82,6,32,30,69,launch-ratings,12,76,6,13,45,79,77,34,14,951,18,Right,10,240000,45,61,19,6,OLB_PowerRusher,69,45,14,77,45,21686
AJ Parker,Lions,CB,66,24,Kansas State,65,26,40,15,56,70,52,6,66,ParkerAJ_21983,19,66,88,67,71,25,60,21,54,87,70,178,2/15/98,Short Stride Loose,12,AJ,1,2420000,25,6,75,69,24,published,Parker,41,15,88,25,81,78,6,71,25,21,launch-ratings,15,57,6,11,25,48,89,59,44,1642,15,Right,10,10000,21,79,65,6,CB_MantoMan,46,25,19,84,25,21983
Austin Mack,49ers,WR,66,25,Ohio State,68,26,79,32,69,73,80,6,44,MackAustin_21076,70,80,89,69,74,10,81,53,40,86,29,215,8/31/97,Default,68,Austin,2,1000000,56,20,75,24,71,published,Mack,81,21,87,35,78,80,10,21,48,10,launch-ratings,71,33,15,17,26,50,82,76,70,439,20,Right,17,0,39,77,21,10,WR_DeepThreat,41,31,15,80,20,21076
Austin Bryant,Lions,LOLB,66,25,Clemson,74,21,10,13,78,25,27,6,76,BryantAustin_20575,4,35,82,31,76,65,51,45,77,86,39,263,11/12/96,Long Stride Loose,3,Austin,3,2540000,27,6,34,70,10,published,Bryant,2,12,78,45,79,79,6,28,29,72,launch-ratings,12,77,6,11,45,77,77,31,18,9403,17,Right,11,720000,45,62,10,6,OLB_PowerRusher,72,45,19,72,45,20575
Ben Cleveland,Ravens,RG,66,24,Georgia,68,23,10,75,90,10,13,5,17,ClevelandBen_21641,5,12,73,10,78,12,15,71,31,87,11,357,8/25/98,Default Stride Awkward,5,Ben,1,3960000,32,5,11,17,12,published,Cleveland,66,12,71,74,70,85,5,11,26,21,launch-ratings,13,30,5,12,67,72,83,14,12,733,13,Right,10,860000,64,49,10,5,G_Power,35,67,25,65,61,21641
Bobby Evans Jr,Rams,RG,66,25,Oklahoma,74,26,10,79,85,30,40,6,15,EvansJrBobby_20535,31,50,65,17,76,10,42,70,33,85,12,312,3/24/97,Default Stride Awkward,25,Bobby,3,2670000,38,6,25,10,35,published,Evans Jr,71,12,66,72,69,83,6,12,32,10,launch-ratings,38,25,6,12,69,77,81,47,22,9451,18,Right,10,840000,68,47,10,6,G_Power,10,67,24,56,67,20535
Bradlee Anae,Jets,RE,66,24,Utah,71,27,10,13,79,31,22,6,75,AnaeBradlee_21119,5,34,81,28,75,66,21,45,73,86,40,257,1/17/98,Long Stride Loose,5,Bradlee,2,1070000,32,6,33,66,10,published,Anae,50,13,76,45,76,87,6,27,33,71,launch-ratings,15,79,6,18,45,79,73,36,19,73,15,Right,17,10000,45,67,23,6,DE_PowerRusher,64,45,18,73,45,21119
Brandon Smith,Panthers,ROLB,66,21,Penn State,63,24,10,22,69,44,41,23,79,SmithBrandon_22411,8,53,91,38,76,59,55,45,77,91,62,244,4/12/01,Long Stride Loose,5,Brandon,0,3490000,37,21,47,61,17,published,Smith,40,14,88,45,89,72,21,64,55,52,launch-ratings,13,84,11,13,45,65,81,49,38,1944,16,Right,13,740000,45,82,60,11,OLB_RunStopper,64,45,21,84,45,22411
Brandon Powell,Rams,WR,66,26,Florida,59,35,80,25,49,74,77,6,37,PowellBrandon_13777,72,79,89,72,68,11,78,49,31,87,24,181,9/12/95,Short Stride Loose,69,Brandon,4,920000,36,15,80,21,75,published,Powell,19,22,86,23,78,77,10,16,44,11,launch-ratings,60,15,10,12,21,45,80,70,68,9893,17,Right,19,0,36,87,16,6,WR_Slot,39,13,24,86,19,13777
Breon Borders,Cardinals,CB,66,27,Duke,69,27,61,17,65,68,65,6,74,BordersBreon_13025,14,70,92,72,72,34,65,25,61,90,66,189,7/22/95,Default Stride Loose,11,Breon,5,1070000,39,6,77,67,24,published,Borders,21,13,88,33,82,83,6,64,43,27,launch-ratings,20,63,6,17,33,47,87,65,63,9145,18,Right,15,0,25,81,69,6,CB_Zone,55,34,7,84,34,13025
Cam Sample,Bengals,LE,66,22,Tulane,62,27,6,18,78,25,24,6,80,SampleCam_21687,6,35,82,27,75,62,24,45,81,88,47,274,9/20/99,Default Stride Loose,3,Cam,1,3490000,25,6,35,65,14,published,Sample,96,12,78,45,86,82,6,38,28,68,launch-ratings,13,80,6,30,45,80,80,36,15,0,30,Right,10,780000,45,66,36,6,DE_RunStopper,70,45,2,71,45,21687
Cameron Thomas,Cardinals,LOLB,66,22,San Diego St.,65,22,10,26,77,41,38,6,82,ThomasCameron_22312,31,39,84,36,76,62,37,45,84,92,32,267,1/7/00,Default Stride Loose,28,Cameron,0,3960000,34,6,39,63,34,published,Thomas,97,15,78,45,81,85,6,22,39,69,launch-ratings,34,76,6,14,45,84,76,41,33,0,15,Right,9,910000,45,73,18,6,OLB_PowerRusher,72,45,7,82,45,22312
Charlie Woerner,49ers,TE,66,24,Georgia,74,34,57,63,77,63,74,13,58,WoernerCharlie_21327,57,79,82,51,77,42,73,58,58,91,57,245,10/16/97,Long Stride Default,51,Charlie,2,3300000,67,22,55,58,64,published,Woerner,89,21,80,55,83,91,18,50,59,36,launch-ratings,61,63,16,13,56,73,84,71,54,683,17,Right,17,190000,57,69,50,11,TE_Possession,56,58,15,78,55,21327
Chris Rumph II,Chargers,LOLB,66,23,Duke,60,26,10,19,73,27,25,6,78,RumphIIChris_21923,9,36,89,35,75,71,24,45,76,89,47,230,10/19/98,Long Stride Loose,7,Chris,1,3490000,25,6,37,57,15,published,Rumph II,94,12,81,45,80,81,6,37,27,58,launch-ratings,23,77,6,16,45,72,79,40,17,1586,15,Right,12,740000,45,75,33,6,OLB_SpeedRusher,63,45,8,81,45,21923
Chris Board,Lions,MLB,66,27,North Dakota St.,66,20,42,24,69,48,40,6,80,BoardChris_13850,10,55,89,54,74,52,46,42,80,91,62,237,7/23/95,Default Stride Loose,10,Chris,4,1000000,52,6,63,68,15,published,Board,49,15,85,35,83,87,6,57,50,48,launch-ratings,25,76,6,16,35,75,83,55,40,9709,18,Right,11,1000000,30,76,43,6,MLB_FieldGeneral,60,35,19,87,35,13850
Chris Reed,Vikings,LG,66,30,Minnesota State,81,31,10,77,85,45,26,5,45,ReedChris_12451,20,37,74,35,76,30,25,68,35,86,11,314,7/22/92,Default Stride Awkward,12,Chris,7,3250000,44,5,39,21,30,published,Reed,62,12,68,65,71,78,5,11,40,40,launch-ratings,29,40,5,15,72,80,84,32,25,8405,27,Right,10,1250000,71,39,10,5,G_Power,32,70,31,51,70,12451
Christian Wade,Bills,HB,66,31,St. Mary's,61,31,65,33,68,74,49,15,50,WadeChristian_20825,51,66,91,73,69,24,50,35,43,85,35,196,5/15/91,Short Stride Default,48,Christian,4,710000,74,28,83,26,56,published,Wade,45,20,90,39,83,90,26,25,70,18,launch-ratings,50,46,24,34,31,48,82,84,76,639,37,Right,20,0,47,83,28,20,HB_ElusiveBack,38,36,3,85,26,20825
Cody Thompson,Seahawks,WR,66,26,Toledo,59,40,64,30,67,71,73,33,42,ThompsonCody_20507,73,78,88,76,74,10,79,50,37,87,25,205,1/11/96,Long Stride Loose,72,Cody,2,1000000,51,41,74,30,74,published,Thompson,11,43,87,30,91,84,41,15,62,10,launch-ratings,63,34,36,42,25,46,82,71,72,9653,47,Right,29,0,35,89,10,32,WR_Playmaker,33,30,28,87,27,20507
Connor McGovern,Cowboys,LG,66,24,Penn State,72,30,10,75,88,10,15,10,15,McGovernConnor_20665,5,35,61,10,77,10,15,69,40,89,15,308,11/3/97,Default Stride Awkward,5,Connor,3,4450000,20,10,10,15,15,published,McGovern,66,12,66,67,67,84,10,12,10,10,launch-ratings,12,20,10,25,68,80,85,40,5,9565,25,Right,13,880000,70,56,10,10,G_Agile,20,71,11,62,71,20665
Corliss Waitman,Broncos,P,66,27,South Alabama,49,45,10,21,46,28,22,25,30,WaitmanCorliss_22019,15,50,71,24,74,10,37,21,35,88,15,210,7/21/95,Default Stride Awkward,15,Corliss,2,1070000,38,41,28,15,15,published,Waitman,17,33,70,17,68,77,29,12,19,10,launch-ratings,15,44,36,62,16,24,83,53,27,0,93,Left,25,0,16,49,10,31,KP_Power,15,17,4,65,16,22019
Craig Reynolds,Lions,HB,66,26,Kutztown,69,31,76,26,66,77,55,16,34,ReynoldsCraig_20882,52,67,91,69,71,13,52,31,29,88,21,225,6/15/96,Default,50,Craig,4,970000,67,27,78,18,60,published,Reynolds,46,28,84,26,84,81,28,15,69,19,launch-ratings,57,27,21,13,35,43,82,86,75,544,18,Right,23,0,47,81,15,17,HB_ElusiveBack,32,21,19,86,30,20882
Curtis Weaver,Browns,RE,66,24,Boise State,65,21,6,25,74,45,47,6,76,WeaverCurtis_20986,24,61,86,36,74,61,48,45,71,84,52,265,8/3/98,Long Stride Loose,16,Curtis,2,880000,46,6,43,65,31,published,Weaver,59,16,82,45,79,81,6,42,39,72,launch-ratings,26,78,6,15,45,77,78,58,31,659,19,Right,14,0,45,73,53,6,DE_PowerRusher,63,45,5,81,45,20986
Cyril Grayson Jr,Buccaneers,WR,66,28,LSU,61,22,74,21,56,71,75,6,33,GraysonJrCyril_13913,69,80,91,70,69,10,78,41,24,87,21,185,12/5/93,Short Stride Default,72,Cyril,3,900000,30,15,74,19,69,published,Grayson Jr,15,20,92,23,83,79,10,13,37,10,launch-ratings,68,18,10,14,14,37,81,69,65,1439,15,Right,19,0,27,79,16,6,WR_DeepThreat,26,14,6,83,10,13913
D.J. Davidson,Giants,DT,66,24,Arizona St.,64,22,10,40,83,23,16,10,81,DavidsonDJ_22306,11,34,69,17,76,51,18,50,78,89,13,328,9/19/97,Long Stride Awkward,10,D.J.,0,3650000,30,20,19,67,13,published,Davidson,98,14,65,50,71,86,13,12,24,61,launch-ratings,15,77,16,16,45,79,72,35,22,1326,15,Right,12,360000,45,55,16,13,DT_RunStopper,73,50,16,64,45,22306
Dalton Keene,Patriots,TE,66,23,Virginia Tech,66,29,32,58,75,73,76,6,53,KeeneDalton_20953,57,81,88,63,76,36,77,60,51,78,26,253,4/14/99,Default,50,Dalton,2,3660000,70,15,67,51,64,published,Keene,44,18,83,53,82,75,10,16,65,31,launch-ratings,60,54,10,13,57,64,81,77,62,408,16,Right,13,840000,58,78,23,6,TE_Possession,53,59,22,80,58,20953
Damar Hamlin,Bills,SS,66,24,Pittsburgh,69,25,51,32,62,66,62,6,77,HamlinDamar_21663,33,67,92,63,73,38,65,35,61,87,66,201,3/24/98,Default Stride Loose,31,Damar,1,3490000,42,6,68,68,37,published,Hamlin,31,14,86,35,84,78,6,59,45,33,launch-ratings,38,72,6,20,35,61,86,63,49,1254,20,Right,18,160000,35,77,61,6,S_Zone,50,35,3,86,35,21663
Damarion Williams,Ravens,CB,66,24,Houston,62,32,60,14,57,71,55,6,76,WilliamsDamarion_22289,36,64,93,68,70,35,59,32,57,90,67,185,7/15/98,Short Stride Loose,31,Damarion,0,3490000,31,15,78,66,42,published,Williams,22,19,88,32,83,85,14,65,30,27,launch-ratings,29,56,12,17,30,43,91,58,57,2031,14,Right,11,480000,30,90,66,10,CB_Zone,42,32,25,83,30,22289
Dane Belton,Giants,SS,66,21,Iowa,63,23,40,23,61,56,59,6,73,BeltonDane_22396,25,69,93,56,73,43,63,35,67,90,65,205,12/7/00,Default,23,Dane,0,3490000,36,6,64,63,28,published,Belton,36,18,91,35,87,78,15,59,43,34,launch-ratings,32,63,6,37,35,53,89,62,44,1172,42,Right,10,760000,35,86,63,6,S_Zone,49,35,16,87,35,22396
Daniel Brunskill,49ers,RG,66,28,San Diego St.,79,27,10,80,80,50,50,6,29,BrunskillDaniel_12753,29,53,64,23,77,10,46,73,33,91,15,300,1/27/94,Long Stride Default,21,Daniel,5,2430000,39,6,48,15,39,published,Brunskill,60,12,64,70,71,88,6,12,44,10,launch-ratings,35,38,6,20,64,78,88,49,32,8495,21,Right,6,0,66,53,10,6,G_Agile,20,76,15,62,68,12753
Daniel Bellinger,Giants,TE,66,21,San Diego St.,64,25,30,61,79,69,73,6,55,BellingerDaniel_22102,58,79,89,57,77,31,74,62,44,91,31,250,9/22/00,Long Stride Default,50,Daniel,0,3490000,64,15,63,39,65,published,Bellinger,45,15,85,60,84,88,10,23,62,34,launch-ratings,66,40,10,16,58,65,87,74,54,1168,16,Right,10,780000,63,70,24,6,TE_Possession,49,59,16,79,62,22102
Dare Ogunbowale,Texans,HB,66,28,Wisconsin,69,25,77,45,71,74,56,17,32,OgunbowaleDare_12799,58,67,88,72,70,10,52,36,37,92,20,210,5/4/94,Short Stride Default,48,Dare,5,2300000,49,29,82,15,65,published,Ogunbowale,33,20,85,25,84,81,28,15,58,10,launch-ratings,56,20,24,21,27,43,83,86,75,8679,19,Right,11,700000,49,85,20,21,HB_ElusiveBack,21,24,32,84,24,12799
Daviyon Nixon,Panthers,DT,66,23,Iowa,60,16,10,28,89,45,29,6,81,NixonDaviyon_21523,7,41,80,33,75,57,32,45,77,86,24,305,12/13/98,Long Stride High and Tight,5,Daviyon,1,3480000,46,6,42,63,12,published,Nixon,54,12,76,45,71,83,6,16,43,64,launch-ratings,15,75,6,15,45,83,72,43,26,814,15,Right,15,320000,45,57,18,6,DT_RunStopper,66,45,21,64,45,21523
Dax Milne,Commanders,WR,66,23,BYU,56,21,67,25,61,73,80,6,39,MilneDax_21751,72,82,91,66,73,10,77,46,35,90,26,193,6/23/99,Default Stride High and Tight,70,Dax,1,3490000,32,15,71,20,72,published,Milne,15,22,87,32,77,81,10,19,37,10,launch-ratings,64,22,10,22,25,44,81,72,68,1213,20,Right,15,60000,33,86,22,6,WR_Slot,35,29,26,86,27,21751
Decobie Durant,Rams,CB,66,24,S.C. State,63,42,55,12,50,63,59,35,66,DurantDecobie_22278,25,70,94,64,70,33,65,30,43,89,64,180,2/9/98,Short Stride Default,22,Decobie,0,3490000,30,43,72,64,30,published,Durant,14,44,93,30,85,74,45,67,34,29,launch-ratings,25,54,39,22,25,42,88,55,53,1554,20,Right,30,480000,25,82,59,34,CB_MantoMan,40,30,24,84,25,22278
DeeJay Dallas,Seahawks,HB,66,23,Miami,72,42,77,43,75,78,60,31,42,DallasDeeJay_20922,61,70,87,72,70,17,56,49,40,91,34,217,9/16/98,Default Stride High and Tight,55,DeeJay,2,3300000,80,39,75,24,68,published,Dallas,31,33,86,36,81,83,37,24,76,13,launch-ratings,63,25,37,16,38,44,84,88,76,227,20,Right,29,480000,46,78,26,29,HB_PowerBack,30,33,28,81,35,20922
Derrick Barnes,Lions,MLB,66,23,Purdue,62,25,35,31,79,68,43,6,78,BarnesDerrick_21674,24,53,84,63,73,66,46,45,84,91,64,238,5/29/99,Default Stride Loose,10,Derrick,1,3490000,68,15,64,61,38,published,Barnes,55,19,86,45,88,86,6,52,65,71,launch-ratings,26,84,12,20,46,76,85,69,50,1065,21,Right,10,780000,46,67,42,6,MLB_RunStopper,68,45,19,70,46,21674
Devante Bond,Cowboys,RE,66,29,Oklahoma,68,27,10,11,74,26,20,6,78,BondDevante_17845,5,46,85,28,73,65,20,45,77,85,51,236,7/3/93,Default Stride High and Tight,5,Devante,6,1140000,27,6,33,69,15,published,Bond,51,12,80,45,83,74,6,41,28,52,launch-ratings,25,68,6,24,45,71,79,32,15,7900,25,Right,13,0,45,69,55,6,DE_SmallerSpeedRusher,62,45,11,79,45,17845
Dez Fitzpatrick,Titans,WR,66,24,Louisville,68,28,50,23,59,79,79,6,31,FitzpatrickDez_21613,67,79,89,73,74,10,80,41,29,90,19,208,12/17/97,Default Stride Loose,69,Dez,1,820000,45,20,75,17,67,published,Fitzpatrick,10,18,89,21,86,87,10,15,54,10,launch-ratings,68,20,15,40,24,42,81,70,72,1252,46,Right,16,0,28,82,16,10,WR_DeepThreat,29,27,30,84,20,21613
Dillon Radunz,Titans,RT,66,24,North Dakota St.,72,19,10,86,84,16,25,6,29,RadunzDillon_21657,5,28,74,11,78,20,15,73,31,86,15,299,3/28/98,Default Stride Awkward,5,Dillon,1,4370000,25,6,19,18,15,published,Radunz,75,11,67,72,78,94,6,13,21,25,launch-ratings,20,35,6,18,61,92,83,29,8,811,18,Right,14,1960000,64,56,15,6,OT_Agile,32,74,30,74,67,21657
Drew Lock,Seahawks,QB,66,25,Missouri,65,89,20,14,68,71,28,80,26,LockDrew_20328,23,42,86,31,76,10,37,24,22,87,16,228,11/10/96,Default,17,Drew,3,1450000,46,83,45,15,29,published,Lock,2,69,83,18,76,92,78,14,33,10,launch-ratings,12,19,77,12,14,23,77,57,54,9553,18,Right,76,0,13,81,10,76,QB_FieldGeneral,20,14,28,80,13,20328
Duke Riley,Dolphins,MLB,66,28,LSU,73,25,10,22,74,40,46,6,80,RileyDuke_12617,10,61,86,28,73,50,42,45,76,88,55,230,8/9/94,Default Stride Loose,6,Duke,5,1250000,33,6,40,74,20,published,Riley,45,12,85,44,82,86,6,50,44,54,launch-ratings,18,82,6,19,44,81,83,51,21,8701,19,Right,13,1700000,45,70,42,6,MLB_RunStopper,62,44,12,82,43,12617
Erik Ezukanma,Dolphins,WR,66,22,Texas Tech,66,25,50,31,68,79,79,12,28,EzukanmaErik_22358,66,80,91,68,74,10,81,50,20,92,16,206,1/25/00,Long Stride Default,64,Erik,0,3490000,66,20,74,15,68,published,Ezukanma,87,26,88,36,86,85,19,12,61,10,launch-ratings,71,22,15,15,30,49,84,73,77,1572,19,Right,16,700000,36,78,15,10,WR_Physical,25,31,12,81,24,22358
Essang Bassey,Broncos,CB,66,24,Wake Forest,62,30,60,17,56,68,43,6,68,BasseyEssang_21149,31,68,91,70,69,35,66,37,55,89,69,190,8/12/98,Short Stride Loose,26,Essang,2,830000,29,10,80,60,40,published,Bassey,34,10,90,35,93,88,6,65,35,28,launch-ratings,30,56,5,15,35,47,87,60,45,86,17,Right,14,0,35,89,66,6,CB_Zone,53,35,4,85,35,21149
Evan Brown,Lions,C,66,25,SMU,74,24,9,79,90,13,14,5,31,BrownEvan_13670,5,25,67,10,74,13,14,67,35,89,14,320,9/16/96,Default Stride Awkward,5,Evan,4,1200000,20,5,11,19,13,published,Brown,63,12,71,69,86,84,5,12,15,12,launch-ratings,15,22,5,12,71,82,85,29,8,9719,17,Right,14,850000,73,53,8,5,C_Power,26,65,19,55,75,13670
Gabe Nabers,Chargers,FB,66,24,Florida State,70,30,18,71,75,67,54,5,43,NabersGabe_21360,51,66,80,54,75,17,44,61,42,89,23,235,11/5/97,Default Stride Loose,40,Gabe,2,900000,72,15,63,22,58,published,Nabers,40,12,75,53,79,88,10,20,68,17,launch-ratings,53,39,10,19,44,65,83,69,50,1491,21,Right,10,0,60,68,17,5,FB_Utility,38,51,8,72,41,21360
Hamsah Nasirildeen,Jets,ROLB,66,23,Florida State,66,27,54,34,67,72,66,11,77,NasirildeenHamsah_21472,37,71,90,65,75,52,76,35,81,82,60,215,1/17/99,Long Stride Default,32,Hamsah,1,3490000,45,15,73,63,36,published,Nasirildeen,45,26,87,35,78,85,15,53,53,44,launch-ratings,54,83,10,18,35,73,81,62,55,1023,18,Right,13,200000,35,80,77,10,OLB_RunStopper,66,35,18,82,35,21472
Hunter Long,Dolphins,TE,66,24,Boston College,70,30,24,50,72,70,79,6,52,LongHunter_21563,60,79,87,50,77,38,80,59,53,88,21,254,8/19/98,Long Stride High and Tight,55,Hunter,1,4000000,69,15,63,38,65,published,Long,84,14,82,53,79,87,10,14,68,47,launch-ratings,60,56,10,19,52,64,83,74,61,1378,23,Right,10,970000,57,70,17,6,TE_VerticalThreat,50,57,12,71,56,21563
Isaiah Coulter,Bears,WR,66,23,Rhode Island,63,22,55,30,44,73,76,6,31,CoulterIsaiah_21322,68,81,92,72,74,10,78,44,25,86,15,198,9/18/98,Default,66,Isaiah,2,1000000,34,15,77,13,68,published,Coulter,82,21,91,30,86,79,10,10,42,10,launch-ratings,69,18,10,12,15,43,78,75,69,224,16,Right,18,0,29,82,10,6,WR_DeepThreat,24,23,1,86,13,21322
Isaiah Likely,Ravens,TE,66,22,Coastal Carolina,55,24,35,54,66,79,77,15,36,LikelyIsaiah_22092,65,77,87,69,77,30,76,55,36,90,30,235,4/18/00,Long Stride Default,64,Isaiah,0,3490000,65,21,75,36,69,published,Likely,80,28,83,50,86,88,24,25,61,20,launch-ratings,72,31,15,12,48,54,87,74,62,1807,18,Right,13,480000,52,76,34,11,TE_VerticalThreat,33,54,25,80,51,22092
Isaiah Dunn,Jets,CB,66,23,Oregon State,65,25,62,19,59,50,42,6,72,DunnIsaiah_21999,30,52,92,64,72,32,50,35,47,87,62,193,1/31/99,Default Stride Loose,27,Isaiah,1,2420000,27,6,70,66,32,published,Dunn,27,10,93,35,85,71,6,64,30,28,launch-ratings,35,46,6,11,35,45,87,55,42,857,10,Right,12,20000,35,84,70,6,CB_MantoMan,43,35,18,88,35,21999
J.J. Arcega-Whiteside,Eagles,TE,66,25,Stanford,48,34,35,38,74,79,81,6,36,ArcegaWhitesideJJ_20344,63,79,90,70,74,11,83,53,36,88,23,225,12/31/96,Long Stride Default,62,J.J.,3,3110000,62,15,72,18,62,published,Arcega-Whiteside,19,22,89,49,89,83,10,17,71,11,launch-ratings,65,21,10,16,45,56,82,77,74,9370,19,Right,19,1820000,50,75,17,6,TE_VerticalThreat,34,53,13,78,48,20344
Ja'Marcus Bradley,Browns,WR,66,25,UL Lafayette,49,47,73,22,45,80,78,42,35,BradleyJaMarcus_21051,64,79,91,76,72,11,82,35,24,88,26,198,12/11/96,Default Stride Loose,63,Ja'Marcus,2,890000,30,49,85,23,63,published,Bradley,84,48,89,22,86,65,50,24,36,11,launch-ratings,59,22,43,19,21,31,84,65,74,0,21,Right,39,0,31,88,17,40,WR_Playmaker,27,13,5,90,19,21051
Jace Sternberger,Steelers,TE,66,25,Texas AM,61,47,32,52,71,74,80,25,57,SternbergerJace_20522,62,81,80,56,76,57,79,58,51,85,42,250,9/26/96,Long Stride Default,61,Jace,3,1140000,68,33,71,53,66,published,Sternberger,85,33,81,58,77,84,33,35,68,43,launch-ratings,66,54,28,12,57,67,82,77,66,9639,14,Right,29,0,58,73,28,24,TE_VerticalThreat,47,53,29,77,52,20522
Jack Jones,Patriots,CB,66,24,Arizona St.,61,26,60,10,53,64,56,15,68,JonesJack_21787,31,69,92,66,71,28,64,25,48,88,65,177,12/20/97,Short Stride Loose,29,Jack,0,3490000,34,15,73,64,35,published,Jones,34,15,88,25,84,73,15,69,32,23,launch-ratings,26,51,10,33,25,40,87,60,55,1788,37,Right,10,720000,25,90,62,10,CB_MantoMan,42,25,22,87,25,21787
Jacob Tuioti-Mariner,Panthers,LOLB,66,26,UCLA,66,22,9,17,78,25,17,6,78,TuiotiMarinerJacob_13564,13,33,82,25,74,65,19,45,78,86,30,285,7/25/96,Default Stride Awkward,13,Jacob,4,970000,33,6,24,68,13,published,Tuioti-Mariner,48,12,76,44,72,80,6,36,29,75,launch-ratings,17,78,6,12,45,78,72,43,12,9945,17,Right,10,0,45,55,22,6,OLB_PowerRusher,71,45,21,71,44,13564
Jake Ferguson,Cowboys,TE,66,23,Wisconsin,65,30,10,58,69,76,77,20,40,FergusonJake_22094,61,79,86,61,77,24,77,58,37,92,21,245,1/18/99,Default,55,Jake,0,3490000,66,25,65,36,64,published,Ferguson,48,21,79,54,83,84,14,14,63,31,launch-ratings,69,35,20,19,53,61,83,75,63,1577,21,Right,10,680000,58,71,12,14,TE_VerticalThreat,36,59,11,81,59,22094
Jake Funk,Rams,HB,66,24,Maryland,61,28,60,33,69,74,42,15,45,FunkJake_21723,44,62,91,73,70,17,43,34,42,83,28,204,1/11/98,Default Stride High and Tight,39,Jake,1,3490000,74,20,77,24,53,published,Funk,34,21,89,28,85,82,18,19,69,21,launch-ratings,45,40,15,15,36,38,80,87,73,1063,20,Right,12,100000,51,87,22,11,HB_ElusiveBack,37,23,24,84,29,21723
Jakob Johnson,Raiders,FB,66,27,Tennessee,79,30,30,82,82,52,43,6,68,JohnsonJakob_20862,42,60,70,46,75,58,38,62,71,86,48,255,12/15/94,Long Stride Default,34,Jakob,3,970000,75,6,52,56,50,published,Johnson,45,12,70,52,71,82,6,41,67,68,launch-ratings,40,70,6,25,46,67,84,70,30,393,25,Right,14,530000,63,67,23,6,FB_Blocking,57,56,23,71,43,20862
